책 이름,작가,장르,ISBN,책 소개
나는 스타벅스에서 그리스신화를 마신다,이경덕,"국내도서
 > 
역사/문화
 > 
세계사
 > 
교양세계사",9.79119E+12,"◎ BTS와 해리포터에서 리그오브레전드까지   우리가 듣고 보고 읽고 즐기는 모든 순간에 신들이 함께 했다!
“인간이 세상을 지배할 수 있었던 이유는 이야기를 발명했기 때문이다.” 역사학자 유발 하라리의 주장이다. 그에 따르면 호모 사피엔스가 세상을 지배할 수 있었던 이유는 “이야기를 만들어 내고 그 이야기를 믿음으로써 협력”하였기 때문이다. 인류는 실재(實在)하지 않는 것들에 대한 믿음을 공유함으로써 부족, 민족, 국가 같은 공동체를 이루게 되었다.이야기는 인류가 찾아낸 가장 효과적인 소통 방법이자, 다른 시공간을 살아갈지라도 서로를 공감하고 이해할 수 있게 만드는 수단이다. 신화(myth)라는 말은 ‘이야기’를 뜻하는 그리스어 뮈토스(mythos)에서 유래했다. 인류가 수만 년 동안 체험하고 깨달은 바를 압축해서, 후손들이 이해하고 기억하기 쉽게 이야기로 만들어 놓은 것이 바로 ‘신화’다.나이가 들면 기억력이 떨어지면서 가장 먼저 잊는 것이 ‘명사’라고 한다. 뒤집어 생각하면 우리 생활에서 명사가 가장 불필요한 말일 수도 있다. 반면 가장 오랫동안 기억에 남는 것은 ‘동사’다. 명사가 화석화된 품사라면 동사는 생물이다. 수천 년 동안 끊임없이 우리 삶을 변주해 오고 있기 때문이다. 신화는 유물화된 관념이 아니라 지금 여기에 살아 움직이는 ‘이야기’다.신화는 오늘 우리의 시간과 단단히 연결되어 있다. 커피 한 잔에서 영화, 게임, 광고, 케이팝 심지어 우주로 보낸 탐사선에 이르기까지, 우리를 둘러싼 모든 것들에 신화가 있다. 우리가 듣고 보고 읽고 즐기는 모든 순간을 함께하는 신화를 만나보자.■ 스타벅스 : 일상 항해자를 유혹하는 세이렌의 새로운 무기■ 작은 것들을 위한 시 : 21세기 이카로스가 추락하지 않고 하늘을 나는 법■ 해리포터 : 팔리는 스토리의 공식, 영웅의 여정■ 리그오브레전드 : 알리스타에서 헤카림까지 괴물 탄생의 법칙■ 로 대 웨이드 판결 : 원치 않는 임신을 한 여성의 선택■ 베르사체 : 무명의 여배우를 하루아침에 세계적인 스타로 만든 괴물■ 오펜하이머 : 프로메테우스의 불을 선물 받은 인간의 책무■ 메시나 해협 : 이탈리아 반도와 시칠리아 사이를 흐르는 여인의 한(恨)■ 페르세포네의 납치 : 심리적 탯줄을 끊지 못한 모녀■ 유럽에 부는 난민 외주화 바람 : 인류 최초의 보트피플, 아이네이아스의 로마 건국기"
심리학으로 읽는 그리스 신화,김상준,"국내도서
 > 
인문
 > 
심리학
 > 
교양심리",9.7912E+12,『심리학으로 읽는 그리스 신화』는 복잡한 그리스 신화 이야기를 쉽고 재미있게 스토리텔링 형식으로 전개하며 우리가 알지 못했던 그 속에 담긴 심리학적 상징들을 흥미진진하게 풀어낸다. 또한 그리스 신화의 이야기들을 통해 우리 내면에 감춰진 다채로운 인간의 심리들을 조망해 보며 ‘내 안의 나’를 들여다보도록 이끌어 준다. 이 책을 통해 그리스 신화의 주인공을 따라가며 ‘내 안에 존재하는 진짜 나’를 만나는 심리여행을 만끽하게 될 것이다.
신화의 힘,조셉 캠벨,"국내도서
 > 
역사/문화
 > 
신화
 > 
신화의이해",9.78895E+12,"우리 시대 최고의 신화 해설자,조셉 캠벨의 사상과 철학이 응축된 위대한 기록!
〈스타워즈〉의 창조자 조지 루카스, 《다빈치 코드》의 원저자 댄 브라운 등 수많은 이야기꾼들의 정신적 스승, 조셉 캠벨의 사상과 철학이 유려하게 펼쳐지는 책 《신화의 힘》이 새로운 표지와 함께 개정판 도서로 발간됐다. 이 책은 우리 시대 최고의 신화학자인 조셉 캠벨과 미국에서 가장 존경받는 인터뷰 전문 저널리스트 빌 모이어스의 대담을 엮은 것이다. 그리스 신화를 비롯해 아메리카 인디언 신화와 인도 신화, 동아시아 사상과 영화 〈스타워즈〉까지 넘나들며 신화의 본질과 그 안에 녹아든 지혜를 발견한다. 신화를 통해 인간을 둘러싼 모든 문제에 대한 답을 찾는 여정으로, 신화를 알아가는 과정은 결국 우리의 내면을 탐구하는 길임을 전한다."
그리스·로마 신화 2: 아폴론 헤르메스 데메테르 아르테미스,메네라오스 스테파니데스,"국내도서
 > 
어린이(초등)
 > 
어린이교양
 > 
역사/문화/인물
 > 
신화",9.78896E+12,"“사랑의 화살, 망각의 물, 통곡의 돌…….전혀 상관없는 것들을 연결한 인지적 결과물이다.뇌에서 벌어지는 추상적인 현상이 우리 곁의 실제적 사물들과 이어질 때신화는 상상력의 보물을 쏟아낸다.” 정재승(뇌과학자)아폴론의 이야기는 성장하는 모든 자아에게 생명의 기쁨을 불어넣는다. 살아 있는 모든 것의 아름다움을 그 자체로 사랑하게 만드는 아폴론과 꾀 많고 지혜로운 전령 헤르메스의 이야기는 지속 가능한 관계의 의미가 무엇인지 성숙하게 탐색하도록 만든다. 곡물과 대지의 여신 데메테르가 딸 페르세포네를 잃은 슬픔, 그리고 순결의 여신 아르테미스를 통해 우리가 이른바 어머니의 땅 ‘자궁’으로 여기는 회귀와 따뜻함의 상징성을 자연스럽게 느끼게 되는 살아있는 문학적 바이블이다. 신들의 사랑과 슬픔은 나약한 인간으로 하여금 감정을 사물로 상징화하여 영원함을 꿈꾸게 하는 원동력으로, 그리스 로마 신화 제2권은 인간의 창조 욕망의 발현으로 영원에의 창조성을 펼친다."
해밀턴의 그리스로마신화,이디스 해밀턴,"국내도서
 > 
역사/문화
 > 
신화
 > 
그리스로마신화",9.79114E+12,"아마존 신화 분야 누적 판매량 압도적 1위 초판 발행 80주년 기념, 컬러 도판 100장 포함 전면 개정판
그리스 로마 신화는 기독교의 『성경』과 더불어 서양 문명의 두 기둥을 형성해왔다. 문학, 역사학, 인류학, 심리학 등 서양 학문과 사상의 원천이 되어 회화, 조각, 건축, 음악 등 예술 분야에도 풍부한 영감과 창의성을 제공해왔다. 오늘날에는 소설, 드라마, 영화, 게임 등 대중문화에서 마르지 않는 샘처럼 끊임없이 매력적인 모티브를 제공하는 ‘스토리텔링의 근원’이 되고 있다.20세기 최고의 신화학자(神話學者)이자 스토리텔러인 이디스 해밀턴은 1942년 초판 발행된 이 책에서 고대 그리스 작가 호메로스, 헤시오도스, 에우리피데스부터 로마 작가 오비디우스, 베르길리우스까지, 더불어 역사학의 아버지 헤로도토스와 철학의 아버지 플라톤에 이르는 수많은 현인의 고대 원전을 연구하고 그중 최고 작품을 엄선해 신화의 정수만을 담아냈다. 고대 그리스인들은 세계를 나름대로 합리적으로 설명하려고 했다. 천둥과 번개는 제우스가 벼락을 내리칠 때 일어나는 일이고, 화산 폭발은 거대한 산에 갇혀 있는 괴물이 탈출하려 애쓸 때 일어나는 현상이었다. 북두칠성은 여신의 명령으로 수평선 아래로 지는 법이 없었다. 따라서 해밀턴이 보기에 신화는 ‘판타지’가 아니라 ‘고대의 과학’이었다. 비인간적인 주술과 마법에 대한 숭배에서 벗어나 새로운 사고(思考) 혁명이 움트기 시작했다고 보았던 이디스는 이런 관점에서 신화를 독특하게 재해석한다.시대가 다르고 사는 곳도 바뀌었지만 인간은 끊임없이 신화를 읽고 재해석하면서 마음속에 ‘자기만의 신전’을 지어왔다. 이러한 찬란한 발자취를 담아내기 위해 이 책은 고대 그리스 시대부터 르네상스 시대, 바로크 시대를 거쳐 20세기까지 수십 명의 예술가가 그리스 로마 신화를 주제로 창작한 회화 및 조각 작품 총 100편을 정선해 수록했다. 텍스트와 함께 다채로운 이미지와 걸작을 감상하다 보면, 독자들은 다양한 시선으로 신화를 음미하고 즐기는 법을 터득하게 될 것이다."
최초의 신화 길가메쉬 서사시,김산해,"국내도서
 > 
역사/문화
 > 
신화
 > 
서양신화",9.79116E+12,"『최초의 신화 길가메쉬 서사시』는 국내에서는 처음으로 수메르어 판본과 악카드어 판본으로 구성된 점토서판 원문 모두를 음역하고 한역하여 소개하는 작품이다. 즉 악카드어인 셈어 판본, 약 4,000~3,600년 전의 고(古)바빌로니아 시기에 기록된 고바빌로니아 판본, 바빌로니아 카시트 왕조 때 기록된 씬-리키-운니니의 표준 바빌로니아 판본, 그리고 고바빌로니아 이전의 수메르어 판본을 거의 모두 해독하여 소개하는 첫 번째 시도다."
천의 얼굴을 가진 영웅,조지프 캠벨,"국내도서
 > 
역사/문화
 > 
신화
 > 
신화의이해",9.78894E+12,"동서양의 모든 신화 속에서 '영웅의 원형'을 찾아낸, 조지프 캠벨의 신화 해설서이 책에서 캠벨은 태양신 아폴로, 동화 속의 개구리 왕, 북유럽의 신 오딘, 부처, 그 밖의 여러 종교와 민담에 등장하는 주인공들…… 이 수많은 영웅들 가운데서 하나의 영웅, 모든 신화의 본이 되는 원형인 '천의 얼굴을 가진 영웅'을 등장시킨다.비정상적으로 태어나고, 어린 시절에 환난을 겪고, 방황과 모험을 통해 조력자를 만나고, 결정적인 영웅의 임무를 수행하기 위해 떠났던 자리로 되돌아오는 영웅…… 이 천의 얼굴을 가진 영웅은 바로 시위에 독화살을 먹이고 초원을 돌아다니던 우리 조상들의 모습이며, 네거리에서 신호등이 바뀌기를 기다리는 우리 현대인의 모습이다.이 영웅은, 현대의 심층 심리학자들에 의한 꿈의 해석에서 끊임없이 재발견되는 영웅이며, 현대인들이 지금도 기다리고 있고, 무의식적으로 창출하려는 영웅이다."
길가메시 서사시,공경희,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.79114E+12,"길가메시, 폭군에서 지혜자로 우뚝 서다 인간의 자립과 성장에 관한 원형(原型)을 담은 이야기
『길가메시 서사시』는 폭군에 불과했던 한 인간이 고대에 지혜자요 신(神)의 위치에 오르기까지 겪었던 모험과 실패, 성장의 이야기를 담고 있는 인류 최초의 서사시이자 영웅 신화이다. 시인 라이너 마리아 릴케는 서사시 원문의 초기 번역서를 접한 후 환희와 경이로움에 사로잡혀 만나는 사람 모두에게 “정말 굉장해요!”라고 외치고 다녔다. 4천 년 동안 잠자고 있었던 고대의 마법이 풀렸기 때문이다. 인생의 본질과 성장에 관한 인류의 고민은 그때나 지금이나 흡사했다. 이 서사시에는 영생을 향한 인간의 열망, 죽음을 앞둔 자의 고뇌와 분투, 인간의 한계를 경험한 후 들어선 깨달음의 길 등, 인문적인 사유가 박진감 넘치는 모험 이야기와 절묘하게 버무려진다. 인류 역사 초기에 신들이 인류를 멸하려고 일으킨 대홍수 이야기와 망자들의 음울한 세계에 대한 묘사도 흥미진진하게 펼쳐진다. 길가메시는 세상 끝에서 대홍수의 생존자 우타나피쉬티에게서 얻은 지혜 덕분에 나라의 사원들과 홍수 이전의 이상적인 제례들을 복원한다. 그는 고대인들이 기록한 군왕 명부에도 있으므로, 아서 왕처럼 실존했을 가능성이 높다. 편역자 앤드류 조지는 이 책에서 아카드어 바빌로니아 표준판본 및 수메르어 시들을 집대성하여 거의 모든 연구를 한 권에 담아 가장 완벽한 형태로 소개하고 있다. 특히, 수메르어와 아카드어 원어를 문자적 번역에 기초해 영어로 한 줄 한 줄 번역하고, 그 번역어 순서까지 신경 썼다. 설형문자 원판의 훼손된 부분을 과도한 해석과 윤색이 담긴 글로 채우기보다는 그대로 두어 독자가 원판을 직접 보는 감동을 전하려고 애썼다. 한글판 옮긴이 역시 운문(韻文)으로 구성된 원글의 취지를 존중하여 되도록 원서의 어순을 따라 번역했다. 현대지성 클래식에서 소개하는 『길가메시 서사시』는 연구자 수십 명의 최신 연구 결과와 새로 알려진 점토판 해석 의견을 꼼꼼히 반영했으며, 신화·종교·지혜의 맥락에서 본 서사시, 고대 메소포타미아 문학적 배경, 지금도 적용되는 인문학적 의의 등의 내용이 포함된 50여 쪽에 이르는 상세한 해제까지 담아 “독자가 접할 수 있는 가장 완벽한 형태의 번역본”으로 자신 있게 선보인다."
그리스·로마 신화 5: 디오니소스 오르페우스 에우리디케,메네라오스 스테파니데스,"국내도서
 > 
어린이(초등)
 > 
어린이교양
 > 
역사/문화/인물
 > 
신화",9.78896E+12,"헤라와 제우스의 올림포스 이야기로 출발했던 그리스로마 신화는 이제 신들의 문화와 향유로 이어진다. 인간은 신들의 쾌락을 놀이라는 매체로 답습해오고 있다. 신의 눈물이라 불리는, 인류의 보석이 된 최고의 문화유산인 포도주가 어떻게 최초로 빚어졌는지 디오니소스의 이야기를 통해 감상할 수 있으며, 위대한 가수이자 시인, 리라 연주가였던 오르페우스 일화를 통해 우리의 예술적 영감의 원천을 느껴보면서 그가 사랑한 에우리디케의 죽음이라는 비극 속에서 펼쳐진 모험이 창조해낸 예술적 유산과 이어지는 악기의 탄생을 살펴본다."
"마법, 위치크래프트, 오컬트의 역사",DK 편집부,"국내도서
 > 
역사/문화
 > 
신화
 > 
신화의이해",9.79119E+12,"마법의 역사는 곧 인류의 역사다고대부터 현대까지 인류와 함께해 온, 신비롭고 놀라운 마법의 세계
선사 시대부터 사람들은 우주의 경이로움을 이해하고 싶어 했다.그 신비를 풀기 위해 눈에 보이지 않는 새로운 영역을 탐구했고, 영적인 힘을 사용하면 물리적인 세계도 움직일 수 있다고 믿었다.그 힘이 바로 마법이다.이 매혹적인 책은 연금술, 다양한 점술, 샤머니즘, 위치크래프트부터 타로, 오컬트, 21세기의 위카까지 독자들을 신비로운 마법의 세계로 이끈다.이 아름다운 여정을 함께하는 당신은 예상치 못한 새로운 세계를 접하게 될 것이다."
그리스·로마 신화 4: 인간의 다섯 시대 프로메테우스 대홍수,메네라오스 스테파니데스,"국내도서
 > 
어린이(초등)
 > 
어린이교양
 > 
역사/문화/인물
 > 
신화",9.78896E+12,"신이 인간을 다섯 번 창조했다는 이야기 속에서, 신들이 함께하며 남긴 문화유산과 찬란하던 앞 세대의 영광을 노래하는 음유시인 호메로스가 등장한다. 이를 통해 고대 그리스인들의 신화적 상상력과 올림포스 신들을 향한 애정 그리고 노스텔지어를 엿보게 된다. 신을 향한 애정은 인류에게 불을 선사하고 제우스의 대홍수에 대비하도록 예고해 준 프로메테우스의 서사에서 특히 두드러지게 나타난다. 프로메테우스는 제우스에게 영원에 가까운 형벌을 달게 받으면서도 인간을 향한 사랑을 멈추지 않은 인류의 보호자이다. 한편 판도라는 호기심 때문에 인간 세상에 악을 끌어들였으나, 호기심으로 모험을 떠난 헤라클레스는 프로메테우스를 구속하던 사슬을 끊고 마침내 그를 구원한다. 이렇게 수많은 인간사가 바로 인간의 ‘호기심’에서 비롯된 일임을 신들의 이야기를 빌려 소개한다."
그리스·로마 신화 3: 헤파이스토스 아테나 포세이돈 헤스티아,메네라오스 스테파니데스,"국내도서
 > 
어린이(초등)
 > 
어린이교양
 > 
역사/문화/인물
 > 
신화",9.78896E+12,"헤라와 제우스 사이의 첫아이로 잉태되었으나 볼품없는 외모와 장애를 가지고 태어난 헤파이스토스. 올림포스산 너머로 던져진 그는 특유의 성실함과 재능 덕분에 다시 올림포스에 입성하여 제우스의 사랑을 받게 된다. 나아가 아름다운 아프로디테를 아내로 맞지만 어울리지 않는 부부에게 닥치는 비극은 인간들의 세상을 그대로 닮아 있다. 전쟁의 신 아레스의 무지한 모습과 여러 신들의 갈등은 인간 군상을 고스란히 보여준다. 갈등이 다툼으로 번지고 마는 건 바로 우리 내면에 자리 잡은 심리 때문임이 여실히 드러나는 것이다. 피와 전쟁을 사랑하는 아레스를 제압하는 지혜로운 여신 아테나의 활약상을 통해, 우리는 진정한 승리가 무엇인지를 깨닫게 될 것이다. 나아가 분노한 바다의 신 포세이돈과 가족을 지키는 겸손한 신 헤스티아를 대조적으로 보여주어, 인간사에서 역시 갈등과 다툼이 최선이 아님을 다시 한 번 되새길 수 있다."
의사가 읽어주는 그리스 로마 신화,유수연,"국내도서
 > 
역사/문화
 > 
신화
 > 
그리스로마신화",9.79119E+12,"그리스 로마 신화 ‘덕후’ 신경과의사의 톡톡 튀는 그리스 로마 신화 이야기. 우리에게 너무나도 유명한 그리스 로마 신화 속 이야기를 의사의 시각에서 신선하고 독특하게 해석한다. 그뿐만 아니라 불면증, 공황장애, 주사기 공포증, 색정증, 전정미로, 해마, 거미막 등 익히 알려진 다양한 의학용어가 실은 그리스 로마 신화에 뿌리를 두고 있음을 보여준다. 의학을 공부하면서 신화와 관련된 부분들을 정리하고, 또 이 내용을 의과대학 학생들에게 강의한 내용을 브런치와 밴드에 연재해 많은 인기를 얻었던 글들을 좀 더 쉽고 다듬고 재미있게 풀어쓴 책이다. 제우스의 두통과 아테나의 탄생에서부터 에로스와 프시케의 이야기 등 우리가 익히 알고 있는 수많은 신의 신화를 신선한 시각으로 풀어내는 이 책은 해박한 의학적 지식과 신화 덕후다운 스토리텔링으로 독자들에게 유익한 재미를 선사한다. 더불어 130여 컷의 그리스 로마 신화 관련 명화 및 관련 도해 자료는 책을 읽는 눈을 즐겁게 한다."
그리스·로마 신화 6: 다이달로스 이카로스 탄탈로스 에우로페,메네라오스 스테파니데스,"국내도서
 > 
어린이(초등)
 > 
어린이교양
 > 
역사/문화/인물
 > 
신화",9.78896E+12,"신들의 세계라는 미지의 영역을 향한 인간의 호기심과 열정은 영원히 끝나지 않는다. 다이달로스와 이카로스는 하늘을 날고자 하는 인간 욕망의 표상으로, 금기된 영역에 도전해온 우리들의 정신과 그 뿌리가 어디에서 탄생된 것인지 생생하게 보여준다. 신들의 사랑을 한몸에 받았던 황금 궁전의 주인 탄탈로스가 자만과 교만에 빠지다가 스스로를 파괴하는 파멸의 과정은 인간이 필연적으로 저지르는 어리석음의 맹점을 강렬하게 비판한다. 잃어버린 에우로페를 찾아나서는 그 형제들의 이야기는 앞으로 올림푸스 세상에 펼쳐질 처참한 결과를 상상하게 만든다. 쾌락과 모험은 내면의 성장을 낳되, 그 대가도 무겁다는 진실을 가르쳐주는 것이다."
무교: 권력에 밀린 한국인의 근본신앙,최준식,"국내도서
 > 
역사/문화
 > 
민속학
 > 
무속/민간신앙",9.79117E+12,"이 책은 한국 사회 기층에 자리 잡은 무교(巫敎)를 ‘한국인의 근본 신앙’으로 명명하며, 그 이유를 찾아나간다. 무교의 심성과 원리가 오늘날 한국 사회에 주류 종교로 자리매김한 이른바 ‘고등한’ 외래 종교, 즉 불교, 유교 등의 전통 종교는 물론 그리스도교(개신교와 천주교) 등의 종교 맥락에도 깊숙이 영향을 끼치고 있으며, 정치 사회 전반은 물론이고 오늘날 K-한류로 지칭되는 한국 문화의 세계화의 저층에서도 강고하게 영향을 끼치고 있음을 친근한 문체로 설파해 나간다. 이 책은 한국 무교를 새로운 시각에서 재조명하고, 무교가 현대 한국인에게 여전히 중요한 이유를 명확히 밝히며, 이를 통해 더 깊은 문화적 자각을 촉구하는 데 기여한다."
이천,김희정,"국내도서
 > 
역사/문화
 > 
민속학
 > 
지방/향토",9.79117E+12,"“쌀로 육신을 채우고 그릇으로 우리 마음을 채우나니 우리 겨레의 버팀목임이 분명하나 우리가 몰랐던 이천을 두루두루 살핀다.”(이천 도슨트 김희정)똑같은 볍씨로 농사를 지어도 이천 쌀밥과 타관의 쌀밥 맛이 다르다는 남다른 자부심은으뜸 쌀 산지, 이천 사람들의 긍지다.쌀이나 도자기뿐이랴, 이천은 시인 이건창과 월전 장우성 화백 등빼어난 예술가들을 배출하기도 했다.이천을 만나다이중환의 『택리지』, 김정호의 『대동지지』, 뿌리깊은나무 『한국의 발견(전11권)』은 시대별로 전국을 발로 뛰며 우리의 땅과 사람, 문화를 기록한 인문지리지다. 기록되지 않는 것은 시간이 흐르면 사라진다. 특히 정규 교과에서 깊이 다루지 않는 1970~80년대 이후의 한국은 젊은 세대에게는 미지의 영역이나 다름없다. 그림이나 유물유적을 설명해 주는 것처럼 우리나라 곳곳의 역사와 문화, 그곳에 사는 사람과 땅에 대해 알려주는 ‘대한민국 도슨트’ 시리즈의 열일곱 번째로 『이천』이 출간되었다.한국의 아름다움과 역사를 깊이 있게 탐구한 김희정 작가의 신간, 『한국의 땅과 사람에 관한 이야기 - 이천』은 이천이라는 도시의 역사, 문화, 사람들을 중심으로 다채로운 이야기와 생생한 묘사를 통해 독자들을 이천의 매력 속으로 안내한다.작가는 이천에 이사 온 후 이 도시의 숨겨진 보석들을 발견하고 기록하는 작업을 시작했다. 이 책은 그 여정의 결과물로, 이천의 역사와 문화, 사람들의 삶을 세심하게 담아냈다. 이천의 주요 명소, 전통과 현대가 어우러진 모습, 그리고 그 속에서 살아가는 사람들의 이야기가 풍부하게 담겨 있다.이 책은 이천의 다양한 면모를 조명한다. 이천의 자연과 역사적인 장소, 전통 예술과 현대 산업의 조화, 그리고 이천 사람들의 따뜻한 이야기가 담겨 있다. 각 지역마다 고유한 매력을 가진 이천의 면면을 살펴보는 것은 독자들에게 새로운 시각을 제공할 것이다.이 책에서는 특히 이천의 역사를 깊이 있게 다루고 있으며, 각 지역의 문화유산과 전통을 상세히 소개하고 있다. 백사면의 산수유마을, 신둔면의 도자예술마을 등 이천의 주요 명소와 그 역사적 배경을 알 수 있다.저자는 또한 이천의 다양한 인물들과의 인터뷰를 통해 그들의 삶과 이야기를 생생하게 전한다. 도예인, 농업인, 예술인 등 각기 다른 분야에서 활약하는 사람들의 삶이 독자들에게 큰 감동을 줄 것이다.이 책에서는 이천에서 열리는 다양한 축제와 체험 프로그램도 깨알같이 소개하고 있다. 이천도자기축제, 산수유꽃축제, 인삼축제 등 이천의 대표적인 축제들을 통해 이천의 활기찬 문화를 느낄 수 있다.이천은 전통과 현대가 조화를 이루는 도시다. 이 책은 이천의 전통적인 문화유산과 함께 현대 산업의 발전상을 균형 있게 다루고 있다. SK하이닉스와 같은 첨단 기업과 전통 도자기 마을이 공존하는 모습은 이천의 독특한 매력 중 하나다.김희정 작가의 『한국의 땅과 사람에 관한 이야기 - 이천』은 이천의 매력을 새롭게 발견하고, 이천을 더 깊이 이해할 수 있는 기회를 제공한다. 이천의 아름다움과 그 속에 담긴 사람들의 이야기를 통해 독자들은 이천의 진정한 가치를 느낄 수 있을 것이다."
옛 그림으로 본 서울,최열,"국내도서
 > 
역사/문화
 > 
한국사
 > 
조선시대
 > 
조선시대일반",9.7912E+12,"수록 작품 125점, 수록 화가 41명, 원고지 약 2천 매, 집필 기간 20년, 서울을 그린 현전하는 거의 모든 옛 그림을 집대성한 최초의 저작
수록 작품 125점, 수록 화가 41 명, 원고지 약 2천 매, 집필 기간 20 년. 『옛 그림으로 본 서울』을 둘러싼 숫자의 의미다. 책 한 권의 탄생에 기여한 이 숫자들은 그 자체로 이 책이 지닌 의미와 가치에 대해 말해준다. 이 책에 실린 작품은 16세기 작가 미상의 것으로부터 19세기 심전 안중식의 작품까지 약 125점에 달한다. 이 숫자만으로도 이미 서울을 그린 현전하는 그림의 총 집대성이라 할 수 있는 이 책의 의의는 충분하다. 그러나 그것이 다일까. 조선미술사에서 위대한 업적을 쌓은 겸재 정선으로부터 작품만 남기고 이름은 잊혀져 ‘미상’으로 남은 작가들까지 약 41명의 화가들이 이 책을 통해 독자들 앞에 작품을 펼쳐 보인다. 이러한 작가와 작품의 총망라의 주체가 다름아닌 미술사학자 최열이라는 점은 특히 눈여겨볼 지점이다. 한국미술사에서 미술사학자 최열의 이름은 빠질 수 없다. 많은 학자들이 자신의 주력 분야에 치중하는 것에 비해 최열은 조선 회화사에서부터 근현대미술사까지 시대와 분야의 구분없이 한국미술사 전반을 광폭으로 살피며 수십 년 미술사 연구의 현장에서 충실히 복무하며 그 결과물을 상재해왔다. 그런 그가 약 20여 년 동안 꾸준히 주목해온 것이 있으니, 바로 서울의 옛 풍경을 그린 조선 시대 화가들의 그림이다. 그가 그림을 주목한 방식은 어떤 것일까. 그에게 그림은 회화적 가치 그 이상이다. 평생 미술사를 공부해온 최열에게 그림은 회화라는 칸막이 안에 갇혀 있지 않았다. 그에게 그림은 곧 역사이며 사람이다. 그림을 통해 화가의 의도와 회화적 특징을 살피는 동시에 그림의 이면, 그림을 둘러싼 시대, 그림을 통해 알 수 있는 온갖 이야기를 독자에게 갈무리해 전한다. 이를 위해 관련한 다양한 문헌과 시문이 활용되는데, 그가 아니라면 이러한 전방위적 학문의 경지를 독자들은 과연 누구를 통해 접할 수 있을까.
이 책은 모두 8개의 권역으로 나누어 도봉산에서 비롯하여 삼각산, 백악산을 거쳐 서소문을 경유하고 한강의 광나루에서 행주산성까지를 통째로 살핌으로써 옛 서울 한양을 향한 종합적이고 거시적인 통찰을 유도한다. 저 멀리 도봉산으로부터 시작하여 삼각산을 거쳐 백악에 이르기까지 그림을 통해 서울 전체를 관통하는 큰 축을 제시함과 동시에 예술의 정수가 모일 수밖에 없는 궁궐 주변을 중심으로 오늘날 달라진 모습을 상대적으로 쉽게 살필 수 있는 풍경을 펼쳐 보인다. 나아가 사대문 너머 서대문, 용산, 동대문 너머 인근의 정취를 아우른 뒤 광나루에서 행주산성까지 한강을 주유함으로 이 책의 대장정을 마무리한다."
"마법, 위치크래프트, 오컬트의 역사",DK 편집부,"국내도서
 > 
역사/문화
 > 
신화
 > 
신화의이해",9.79119E+12,"마법의 역사는 곧 인류의 역사다고대부터 현대까지 인류와 함께해 온, 신비롭고 놀라운 마법의 세계
선사 시대부터 사람들은 우주의 경이로움을 이해하고 싶어 했다.그 신비를 풀기 위해 눈에 보이지 않는 새로운 영역을 탐구했고, 영적인 힘을 사용하면 물리적인 세계도 움직일 수 있다고 믿었다.그 힘이 바로 마법이다.이 매혹적인 책은 연금술, 다양한 점술, 샤머니즘, 위치크래프트부터 타로, 오컬트, 21세기의 위카까지 독자들을 신비로운 마법의 세계로 이끈다.이 아름다운 여정을 함께하는 당신은 예상치 못한 새로운 세계를 접하게 될 것이다."
학예사를 위한 민속학입문,윤병화,"국내도서
 > 
역사/문화
 > 
민속학
 > 
민속학",9.78893E+12,"이 책은 이러한 선배들의 성과의 토양 위에서 필자 개인의 학문적 관심과 연구들을 바탕으로 우리 민족의 세시풍속, 일생의례, 민간신앙, 민속예술, 구비문학, 마을, 친족 등 민속학에서 다루어야 할 기본적인 내용을 정리한 것입니다. 따라서 민속학을 공부하는 대학생과 일반인은 물론 최근 많은 관심을 받는 준학예사 자격시험의 선택과목인 ‘민속학’을 준비하는 수험생들이 요긴하게 활용할 수 있을 것입니다."
조선의 귀신,무라야마 지쥰,"국내도서
 > 
역사/문화
 > 
민속학
 > 
무속/민간신앙",9.78898E+12,N/A
옛 그림으로 본 제주,최열,"국내도서
 > 
역사/문화
 > 
민속학
 > 
지방/향토",9.79119E+12,"코로나19로 마음껏 누리지 못하는 그곳, 제주를 그린 거의 모든 그림을 담은 한 권의 책이 선사하는 와유(臥遊)의 즐거움, 사라져버린 옛 제주 풍경과의 조우
‘코로나 19’로 인해 해외 여행이 전면 중단된 이후 제주를 찾는 여행객들은 하루 평균 약 4만여 명에 이르고, 그로 인해 제주는 가는 곳마다 인산인해라는 뉴스가 연일 오르내린다. 그러나 누구나 코로나19 이전처럼 자유롭고 홀가분하게 제주를 찾을 수는 없다. 혹시 길을 나선다 해도 여러 모로 조심하고 주의할 것이 많아 마음 편히 여행을 만끽할 수 없다. 미술사학자 최열의 신간 『옛 그림으로 본 제주』는 코로나19로 발이 묶인 이들에게 무엇보다 책을 통한 와유(臥遊)의 즐거움을 선사한다. 굳이 비행기를 타고 제주로 향하지 않아도 책을 펼치면 조선 시대 그려진 제주의 풍광을 총 집성한 다양한 그림과 이야기가 페이지마다 가득하다. 방 안에 앉아서 오히려 실재하지 않는, 이미 사라져버린 옛 제주의 풍경과 마음껏 조우할 수 있으니 눈 밝은 독자라면 굳이 제주에 가지 않아도 그에 못지 않은 즐거움을 이 책을 통해 누릴 수 있지 않을까."
