책 이름,작가,장르,ISBN,책 소개
특별형법,이주원,"국내도서
 > 
정치/사회
 > 
법학
 > 
형법
 > 
형법이론",9.78898E+12,N/A
형법사용설명서,임동민,"국내도서
 > 
정치/사회
 > 
법학
 > 
형법
 > 
형법판례",9.79113E+12,"첫째, ‘민사집행과 소송사기’ㆍ‘부동산 양도담보(매도담보)와 가등기담보법’ㆍ‘민사집행과 강제집행면탈’ 등 민사법과 형사법이 얽혀있는 쟁점을 한땀 한땀 풀어나가고, 이를 다시 입체적으로 도식화하려 노력했다. 둘째, 원심판결을 충실히 검토하였다. 대법원 판시에 가려져 있는 사실관계와 죄책을 정확하게 발굴하고 정리하려 노력했다. 셋째, 이 책에 수록된 모든 판결을 요약하였다. 하여 이 책이 교과서와 단권화 교재 두 역할을 모두 수행할 수 있도록 하였다."
소송에서 문제되는 부동산쟁점 1,이택수,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,N/A
대한민국 수립과 국제법,정인섭,"국내도서
 > 
정치/사회
 > 
법학
 > 
국제법
 > 
국제법이론",9.79113E+12,"대한민국이 정부, 영토, 인구를 어떻게 구성하고 출범했는가에 대한 국제법 측면의 분석을 주목적으로 한다. 더불어 대한민국 출범 당시의 법질서와 외교관계에 관한 설명도 덧붙인다. 목차를 살펴보면 전반적인 내용 자체는 생소하지 않다고 느낄 것이다. 사실 1948년 대한민국 수립과정에 대해서는 우리 모두가 기본적인 상식을 갖고 있다. 본 책자는 국제법의 시각에서 이를 처음으로 종합 분석했다는 점에서 의의가 있다."
자본시장 불공정거래,안현수,"국내도서
 > 
정치/사회
 > 
법학
 > 
상법
 > 
공정거래법",9.79113E+12,"이번 개정판은 2024년 시행 불공정거래 과징금제도를 반영하는 한편, 가상자산시장 편을 신설하여 양 시장을 아우르는 불공정거래 전문서로 전면 개정하였다. 우선 별도의 장을 신설하여 새로운 과징금제도와 과징금 산정기준을 상세하였다. 법정화된 부당이득 산정 방법은 유형별 해설을 통해 실무 활용도를 높였다. 그리고 본서가 정책연구에 활용한다는 점을 고려하여 과징금 및 주요국의 조사체계 등 이론을 새롭게 정비하였다."
인공지능 법정에서의 하루,강영주,"국내도서
 > 
정치/사회
 > 
법학
 > 
법학일반
 > 
생활법률",9.79113E+12,N/A
회생사건실무(상),서울회생법원 재판실무연구회,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
채권/파산법",9.79113E+12,"이번 개정판에서는 채무자 회생 및 파산에 관한 법률이 시행된 지 20여 년이 다 되어가는 점을 감안하여 가급적 구 회사정리법, 화의법, 파산법에 관한 내용들은 삭제 또는 축소하였다. 또한 서울회생법원 개원 이후에 접수된 사건도 상당히 축적된 점을 감안하여 최대한 서울회생법원 사건 위주로 사례를 기재하였고, 서울중앙지방법원 때의 사건은 삭제하거나 축소하였다."
회생사건실무(하),서울회생법원 파산실무연구회,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
채권/파산법",9.79113E+12,"채무자 회생 및 파산에 관한 법률이 시행된 지 20여 년이 다 되어가는 점을 감안하여 가급적 구 회사정리법, 화의법, 파산법에 관한 내용들은 삭제 또는 축소하였다. 또한 서울회생법원 개원 이후에 접수된 사건도 상당히 축적된 점을 감안하여 최대한 서울회생법원 사건 위주로 사례를 기재하였고, 서울중앙지방법원 때의 사건은 삭제하거나 축소하였다. 우리나라 도산법제가 어느 정도 성숙하였다는 판단 아래 일본 사례는 꼭 필요한 경우가 아니면 삭제하거나 축소하였다."
소송에서 문제되는 부동산쟁점 2,이택수,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,N/A
생활법률 상식사전,김용국,"국내도서
 > 
정치/사회
 > 
법학
 > 
법학일반
 > 
생활법률",9.79117E+12,"2010년 처음 세상에 나온 이후 벌써 5번째 개정판!시대에 따라 변하는 최신 개정 법률을 가장 빠르고 정확하게 반영!
13년째 생활법률 분야의 최고 스테디셀러이자 대한민국 필수 법률상식서로 자리매김하고 있는 《생활법률 상식사전》. 2010년 초판 출간 이후 5번째 개정판이 출간되었다. 25년 차 법원공무원인 김용국 저자는 시대에 따라 변하는 최신의 개정 법률을 빠르고 정확하게 반영하기 위해, 원고를 대폭 수정해서 개정판을 출간했다. 이번 제5차 개정판에는 스토킹범죄, 반려동물 사고, 여행 관련 법률, 안락사와 존엄사, 상가임대차와 권리금 문제 등의 새로운 내용을 추가했다. 또한 부동산 명의신탁, 검ㆍ경수사권 조정, 사실혼과 법률혼, 전자소송, 공탁 절차, 성년후견제도, 인터넷 링크와 온라인상의 법률문제 등도 새로 다루었다. 이 책 한 권으로 사회생활에서 벌어질 수 있는 다양한 법률문제나 분쟁해결에 도움을 얻을 수 있을 것이다."
신민사소송법,이시윤,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,이 책은 신민사소송법에 대해 다룬 도서입니다. 기초적이고 전반적인 내용을 학습할 수 있습니다.
2024 해커스경찰 갓대환 형사법 핵심요약집: 형사소송법-수사와 증거,김대환,"국내도서
 > 
취업/수험서
 > 
공무원 직군별
 > 
경찰직
 > 
경찰형사소송법",9.79117E+12,[2024 해커스경찰 갓대환 형사법 핵심요약집(형사소송법 - 수사와 증거)]는 경찰공무원 시험 합격을 목표로 하는 수험생들이 형사법 중 형사소송법(수사와 증거)의 핵심이론정리부터 최신판례까지 한 권으로 완성할 수 있는 요약집입니다.1. 효율적 학습을 위한 다양한 학습장치 수록2. 최신 출제경향을 반영한 중요 판례 수록3. 최신 출제경향 및 개정법령 반영
민사소송법 강의,전원열,"국내도서
 > 
정치/사회
 > 
법학
 > 
소송/판례
 > 
민사소송(법)",9.79113E+12,"판례는 2024.3.15.자 판례공보에 수록된 것까지 반영하였다. 개정작업을 하는 사람의 입장에서는, 법률개정 및 최신판례를 해당 부분에 추가하는 작업을 위주로 한다면 그 작업이 쉬워지지만, 교과서로서 많이 활용되고 있는 이 책의 용도를 생각하면 전체 분량을 유지해야 한다는 점에 유의하였다. 덜 중요한 부분을 압축함으로써 그 목적을 달성하려 애썼다."
계약서 작성의 비밀,김동희,"국내도서
 > 
경제/경영
 > 
재테크/금융
 > 
부동산
 > 
부동산중개",9.79119E+12,"누구나 계약하기 전에 사전처럼 꺼내 보고 손해 보지 않도록 기술한 책!『계약서 작성의 비밀』개정증보6판은 총 17쇄로 출간한 것으로, 아파트, 다세대주택, 단독·다가구주택과 상가건물, 오피스텔, 토지 등의 임대차(전세·월세) 계약서와 매매 계약서 총 200여 개의 사례가 맞춤식으로 수록되어 있다. 누구나 사전처럼 꺼내 보고 계약할 때 손해 보지 않고, 실생활에서 바로 적용되는 계약서를 작성할 수 있다. 계약으로 다툼이 발생해서 내가 알고 있던 상식만으로 법원에 소송을 제기하면 우리들이 알고 있던 상식과 다른 판결나곤 한다. 그 이유는 우리가 평소 알고 있었던 상식이 잘못됐기 때문이다. 이 책을 읽고 나면 그동안 내가 알고 있었던 사실들이 얼마나 잘못된 것인지를 깨닫고, 바로잡을 수 있는 기회를 갖게 된다.계약당사자와 공인중개사가 중개사고를 예방하기 위해 꼭 읽어야 할 필독서!우리는 때때로 계약을 잘못하고 상식대로 쉽게 계약했다가 전세보증금을 떼이거나 매매대금을 손해 보는 계약당사자들은 물론, 계약서를 전문적으로 작성하는 개업공인중개사가 중개사고로 인해 어려움을 겪게 되는 경우를 볼 수가 있다. 이 세상에 똑같은 계약은 없다. 계약당사자마다 처한 상황이 조금씩 달라서 각자의 사정에 따라 다르게 작성되기 때문이다. 이때 내게 유리하도록, 또는 중개사고 예방을 위해 계약서를 작성해야 하는데 그것이 쉽지가 않다. 이 책을 읽고 나면 계약당사자들이 최소한 내가 무엇을 어떻게 해야 상대방보다 유리한 계약을 할 수 있는지, 또 상대방에게 유리한 내용으로서 즉 내게 불리한 내용이 있으면 꼼꼼히 따져보고 뺄 수 있는 가이드라인이 그려져 있어 그 누구든 혼자서도 자신에게 유리한 계약을 할 수 있다. 개업공인중개사에게는 계약서를 어떻게 작성해야 훗날 다툼이 발생할 경우, 변호사의 도움 없이 혼자서 재판해도 이길 수 있는지를 알려주는 훌륭한 지침서가 될 것이다.이 책은 총 11편으로 다음의 내용을 담고 있다!1편, 계약의 성립과 계약해제 시 또는 임대차 3법 시대에 현명한 대처 방법!2편, 계약에 관한 오해와 그 진실 40가지 사례, 그리고 공적장부 완전정복!3편, 주임법으로 보호받는 임차인과 아파트, 다세대주택, 단독·다가구주택에서 임대차(전세와 월세) 계약서 작성 실무!4편, 상임법으로 보호받는 임차인과 상가와 오피스텔, 토지에서 임대차(전세와 월세) 계약서 작성 실무!5편, 전세보증금을 안전하게 지키는 방법과 중개사고가 발생 시 현명하게 대처하는 방법6편, 매매 계약 편으로, 아파트, 다세대주택, 단독·다가구주택, 상가, 토지 등의 매매 계약서 작성법 100여 사례를 기술해 놓았다.7편, 집합건물 및 일반상가건물, 오피스텔, 토지 등에서 매매 계약서 작성 실무8편, 재건축·재개발에서 분양자격과 조합원분양권 및 일반분양권 매매 계약서 작성 노하우!9편, 효도 계약서와 유언장, 증여, 신탁등기 등의 다양한 사례에서 계약서 작성 비법!10편, 매매 계약 후 소유권을 안전하게 지키는 방법과 나 홀로 소유권이전등기11편, 부동산 취득부터 보유 및 양도 시까지 발생하는 세금(취득세, 재산세, 종부세, 양도세, 법인세)을 알고, 절세하는 방법으로 투자해야 성공할 수 있다.그런데 2023년 개정한 부동산 세제는 세무사도 버거워할 정도로 복잡하다. 그래서 세금을 알기 쉽게 정리해서, 책을 마무리하는 11편에 기술해 놓은 것이다."
법학 입문 민사법 1: 민사법 기초,김해마루,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
민법이론",9.7912E+12,"이 책은 수험용 법학 입문서다. 책 이름은 제4판(2017)까지 ""누워서 읽는 법학""이었다가 제5판(2019)에서 ""법학 입문""으로 바꾸었으나, 같은 책이다.법학 입문 시리즈는 8권으로, 공법(헌법, 행정법) 1권, 민사법(민법, 상법, 민사소송법) 5권, 형사법(형법, 형사소송법) 2권으로 나뉜다. 그중 민사법 제1권 ""민사법 기초"" 편이다.민사법 제1권 민사법 기초에서는, 실제 소송서류 양식과 함께 민법, 민사소송법, 민사집행법의 원리를 살핀 뒤, 계약법, 불법행위법, 물권법의 기초를 설명한다."
상법강의,송옥렬,"국내도서
 > 
정치/사회
 > 
법학
 > 
상법
 > 
상법이론",9.78898E+12,"송옥렬의 『상법강의』는 〈상법총칙〉, 〈상행위법〉, 〈보 험 법〉 등에 대한 기초적이고 전반적인 내용이 수록된 책이다."
물권법,곽윤직,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
물권법",9.79113E+12,이 책은 물권법에 대해 다룬 도서입니다. 기초적이고 전반적인 내용을 학습할 수 있습니다.
민사법실무강의,이계정,"국내도서
 > 
정치/사회
 > 
법학
 > 
민법
 > 
민사특별법/민사집행법",9.79113E+12,"앞에서부터 읽을 필요는 없으며 관심이 있는 주제별로 읽어도 무방하다. 민법, 민사소송법, 민사집행법, 최신판례 순서로 기재되어 있으나 실무적 사고에서는 민법에 해당하는 주제에 대해서도 민사소송법, 민사집행법을 결합해서 이해해야 한다. 이에 각 주제에 대하여 민사법을 통합하여 기술하였다. 각주에는 본문 내용과 관련하여 학생들이 많이 질문했던 내용이 포함되어 있다."
그의 운명에 대한  아주 개인적인 생각,유시민,"국내도서
 > 
정치/사회
 > 
정치/외교
 > 
정치일반
 > 
정치비평",9.78897E+12,"무도한 시대를 넘을 정치 비평의 품격우리가 묻고 싶었던 것, 그리고 유시민의 답윤석열은 임기를 마칠 수 있을까? 임기를 마치게 해도 대한민국 괜찮을까?
“시민들은 서로 묻는다. 집권당이 역사적인 총선 참패를 당했는데도 대통령은 아무 일 없는 듯 행동한다. 윤석열은 임기를 마칠 수 있을까? 임기를 마치게 해도 대한민국 괜찮을까? 그 질문에 대답해 보려고 책을 썼다.”우리는 사안이 혼탁할 때마다 유시민의 등판을 기다린다. 판단의 정보를 주되 등 떠밀지 않고, 공격을 피하려 모호하게 사안을 흐리지 않으며, 멋있는 척 균형을 잡으려다 이용당하지 않고, 불편해도 이해해야 할 것과 두려워도 싸워야 할 것을 분별해낸다. 현상 너머의 콘텍스트를 깊고 넓게 조망해, 지금 여기 무엇이 중요하고 무엇이 본질인지, 흐름을 바꿀 선택이 무엇인지 생각하게 한다. 그래서 그의 논평은 뻔하거나 무의미하지 않고 각인된다. 이 책은 이제껏 그래왔던 것처럼 지금 이 시기에 우리가 묻고 싶은 질문에 그만의 방식으로 명료하게 답하는 유시민다운 흔적이다."
도둑맞은 집중력(아이스 에디션),요한 하리,"국내도서
 > 
인문
 > 
심리학
 > 
교양심리",9.79117E+12,"★ 무더위와 집중력 도둑을 동시에 날려버릴 아이스 에디션 출간★ 30만 부 기념 특별 한정판
집중력 부족을 개인 탓, 도파민 탓이라고 생각했던 통념에서 깨어나 사회 시스템의 문제를 인식하자는 제안을 던진 책 《도둑맞은 집중력》이 30만 부 기념 특별 한정판 ‘아이스 에디션’으로 돌아왔다.2023년 독자, 서점, 언론이 뽑은 올해의 책 1위이자 30만 독자가 선택한 책 《도둑맞은 집중력》은 위트 있는 독서 후기로도 화제가 되었다. 책을 구입해 두고 “집중력 도둑맞아서 못 읽었다”는 트윗, “도둑맞은 집중력 읽고 트위터가 얼마나 해로운지 잘 아는 상태로 트위터 하는 사람 됐다”는 고백, “미국인 평균 스크린 타임은 3시간 15분”이라는 내용을 보고 책 읽기를 멈추고 확인했더니 7시간 30분이었다는 한탄까지...  독자들의 도둑맞은 집중력을 완전히 되찾아줄 수 없었던 출판사는 올여름을 맞이해 특단의 대책을 마련했다. 그래서 탄생한 《도둑맞은 집중력》 아이스 에디션. 표지만 봐도 시원하고, 책을 넘길수록 더위가 가실 것 같고, 그래서 없던 집중력이 돌아오며 정신이 번쩍 들 것만 같다. 책에서 지목한 집중력을 망가뜨리는 13가지 원인, 즉 스크린 중독, 멀티태스킹, 수면 부족, 사라진 독서 시간, 과도한 노동 강도, 질 낮아진 식단, 학교 교육 방식과 더불어 여름 더위라는, 누구도 쉽게 피해 가지 못할 집중력 도둑에 맞설 가장 강력한 무기 《도둑맞은 집중력》 아이스 에디션을 만나보자."
미래를 먼저 경험했습니다,김영화,"국내도서
 > 
정치/사회
 > 
사회학
 > 
각국사회/문화
 > 
다문화사회",9.79119E+12,"2021년 8월 ‘미라클 작전’으로 카불에서 구출한 아프간 특별기여자 가족(총 391명) 중 울산에 정착한 157명과 그들을 이웃으로 받아들인 사람들의 이야기. 아프간 특별기여자들은 아프간 공적개발원조(ODA) 관련 한국 기관과 바그람 한국병원 등에서 일한 현지 협력자들로, 탈레반에게 부역자로 처단될 위험을 피해 한국행을 선택한 이들이다. 아프간 난민이 이웃으로 온다는 사실이 발표되자 울산 동구 주민들에게 미라클 작전의 감동은 충격으로 바뀐다. 난민이 내 이웃이 될 줄 몰랐던 것이다. 아프간 아이들이 학교에 배정된 사실이 알려지자 학부모들은 ‘난민 입학 반대’ 현수막을 든 채 밤 11시까지 시위를 벌이기도 했고, 교사들은 학교를 그만두려고도 하였다. 그로부터 1년 후, 상황이 변했다. 아프간인들이 사는 중앙아파트 앞 주차장은 한국과 아프간 아이들의 축구장으로 변했고, 그들의 울산 정착은 모범적이라는 평가를 받는다. 지난 1년간 울산과 인천을 오가며 아프간 가족들의 울산 정착기를 취재해 온 김영화 기자(《시사IN》)는 주민들이 왜 반발했으며, 누가 어떻게 갈등을 줄이려고 했는지, 무슬림 이웃이 생긴다는 것은 어떤 의미인지 등을 알기 위해 교육청, 학교, 현대중공업, 다문화센터 관계자, 통역사, 지역 주민 등 한국인 30여 명을 인터뷰했다. 이를 바탕으로 이방인을 마주하면서 당황했던 사람들이 각자의 자리에서 최선을 다해 이들을 환대하고 도운, 뭉클하고도 감동적인 이야기를 길어낸다. 서로의 이견을 적대시하지 않으면서 합의점을 찾던 순간들, 공존의 노하우가 여기 담겼다."
어떻게 민주주의는 무너지는가,스티븐 레비츠키,"국내도서
 > 
정치/사회
 > 
사회학
 > 
사회사상
 > 
민주주의",9.79116E+12,"오늘날의 민주주의는 투표장에서 붕괴한다서로 적대하는 정당, 양극화된 정치, 파괴되는 규범, 선출된 독재자민주주의 붕괴 패턴을 통찰한 하버드대 정치학자의 역작
트럼프 당선 직후, 전통을 자랑하는 민주주의조차 쉽게 무너질 수 있음을 깨달은 하버드대 정치학과 교수 스티븐 레비츠키와 대니얼 지블랫. 그들은 〈뉴욕 타임스〉에 “트럼프는 민주주의에 위협이 되는가?”라는 제목으로 민주주의의 위기를 경고하는 칼럼을 썼다. 그 글은 100만 회 이상의 조회수를 기록하며 큰 주목을 받았고, 출판사의 요청을 받아 이 책 《어떻게 민주주의는 무너지는가》로 거듭났다. 책은 출간 즉시 화제를 일으키며 〈뉴욕 타임스〉 논픽션 베스트셀러와 아마존 베스트셀러에 올랐고, 〈워싱턴포스트〉, 〈월스트리트 저널〉 등 주요 매체들이 강력 추천했다.  민주주의 연구의 권위자인 두 저자는 이 책에서 독재자가 될 가능성이 다분한 극단주의 포퓰리스트들이 어떤 조건에서 선출되는지, 선출된 독재자들이 어떻게 합법적으로 민주주의를 파괴하는지 세계 여러 나라의 사례를 통해 생생하게 보여준다. 두 저자는 전 세계 많은 나라에서 민주주의가 매우 유사한 패턴으로 무너졌음을 발견한다. 그들은 그 패턴 속에서 ‘후보를 가려내는 역할을 내던진 정당’, ‘경쟁자를 적으로 간주하는 정치인’, ‘언론을 공격하는 선출된 지도자’ 등 민주주의 붕괴 조짐을 알리는 명백한 신호들을 찾아냈고, 결과적으로 민주주의를 지키는 건 헌법 같은 ‘제도’가 아니라 상호관용이나 제도적 자제와 같은 ‘규범’임을 이야기한다.  독자들은 이 책을 통해 현대 민주주의에 대한 이해를 높일 뿐 아니라, 전 세계적으로 선출된 독재자들이 부상하며 민주주의가 쇠퇴하는 이 시점에 지금 여기의 민주주의 위기 신호를 미리 인식하고 위기에 대처할 방안을 모색할 수 있을 것이다.
☞ 선정 및 수상내역★ 오바마 대통령 선정 올해의 책 ★ 〈뉴스위크〉 선정 올해의 책"
지리의 힘,팀 마샬,"국내도서
 > 
정치/사회
 > 
사회학
 > 
사회학일반
 > 
사회일반서",9.78899E+12,"세계는 왜 ‘지리’를 두고 분쟁하는가?
지리라는 렌즈를 통해 세계를 조망한 책 『지리의 힘』. 25년 이상 30개 이상의 분쟁 지역을 직접 현장에서 취재하며 국제 문제 전문 저널리스트로 활동해온 저자가 중국, 미국, 서유럽, 러시아, 한국과 일본, 아프리카, 라틴 아메리카, 중동, 인도와 파키스탄, 북극 등 전 세계를 10개의 지역으로 나눠 ‘지리의 힘’이 21세기 현대사에 미치는 영향을 집중적으로 파헤친 책이다. 이 책은 특히 ‘한국’편에서 한국의 위치와 한반도의 지리적 특성 때문에 한국이 강대국들의 경유지 역할을 할 수밖에 없음을 지적하고 ‘중국’은 왜 영유권 분쟁을 일으키면서까지 바다에 집착하는지, ‘미국’은 어째서 초대강국이 될 수밖에 없었는지, 왜 세계는 남극이 아닌 북극으로 향하고 있는지 등에 대한 해답을 담고 있다. 또한 최근 이슈로 떠오르고 있는 미국과 중국 간의 신패권주의 경쟁, 알카에다와는 달리 영토를 장악해가는 IS 등을 놓치지 않고 함께 다루고 있다.
세계사를 결정한 주요 요소 중 하나인 지리는 우리 개인의 삶에도, 세계의 정치와 경젱에도 큰 영향을 끼치고 있다. 그리고 책을 통해 ‘지리’에 대한 핵심적인 통찰력을 제시하는 저자 팀 마샬은 경제 전쟁, 세계의 분열, 빈부 격차, 영유권 분쟁 등은 결국 지리에서 비롯되었다고 주장한다."
화폐 권력과 민주주의,최배근,"국내도서
 > 
경제/경영
 > 
각국경제
 > 
한국경제",9.79119E+12,"“2024년, 대한민국 경제가 심각하다!우리는, 지금 무엇을 놓치고 있는가!”
√ 대한민국은 어쩌다 ‘부동산 카르텔 공화국’이 되었는가√ 대한민국은 어쩌다 ‘불평등과 양극화’의 대명사가 되었는가√ 대한민국은 어쩌다 인구소멸 제1순위 국가가 되었는가√ 대한민국은 어쩌다 ‘모피아’라는 말을 갖게 되었는가√ 대한민국은 어쩌다 ‘잃어버린 30년’의 두 번째 주인공이 되고 있는가“한국이 이렇게 망가진 이유는 한국 사회와 경제가 ‘부동산 카르텔’이 만들어낸 사실상의 세습사회가 되었기 때문이다. 모든 것을 빨아들이는 블랙홀인 부동산으로 인해 경제 활력도 잃어버렸고, 인구도 축소되고, 급기야 사회가 사실상 붕괴되었다. 그리고 이제 부동산 모래성이 무너질 위기를 맞이하고 있다. 소비, 투자, 수출, 소득 등이 모두 마이너스 행진을 하며 지난 2023년의 스태그플레이션은 조만간 디플레이션으로 전환될 가능성이 크다.”(‘나가는 글’) 현재, 많은 이들이 한국 경제 상황을 위태롭게 바라보고 있다. 2021년까지만 해도, “눈 떠보니 선진국”이라는 말이 사람들 사이에 회자했는데, 어떻게 그사이에 대한민국이 (특히 경제 분야에서) 이렇게 위태로운 상황까지 내몰리게 된 것일까? “지금 대한민국의 상황을 우리는 어떻게 이해해야 하는가? 정말 무엇이 문제인 것인가?” ‘대한민국 경제 가정교사’로 불리는 최배근 교수(건국대 경제학과)는 신간 《화폐 권력과 민주주의》(월요일의꿈 펴냄)를 통해 경제사적 측면에서 지금 한국 경제의 현실을 근본적으로 진단한다. 또한 이 문제를 해결할 수 있는 해법도 함께 이야기한다. 저자는 무엇보다 19세기의 이른바 ‘대영제국 시대’를 이끈 원동력에 주목한다. 역사가들은, “유럽에서 왕권이 가장 취약한 절대왕정[영국]이 가장 강한 국가가 되었다”는 역설을 이야기한다. 가장 취약했던 영국은 어떻게 대영제국으로 거듭날 수 있었을까? “오늘날 미국의 최대 경쟁력이 군사력이고, 그 군사력을 가능케 한 것이 경제력이고, 경제력을 상징하는 것이 바로 달러를 찍어낼 수 있는 힘이듯이, 영국 군사력은 영국 경제력으로 가능했고, 그 경제력은 산업혁명이라 불리는 기술혁신으로 가능했다. 그런데 그 기술혁신을 가능케 한 것은 근현대 세계라는 새로운 세상을 연 사회혁신이었다. 바로 민주주의와 불환화폐 시스템(중앙은행 시스템과 사실상 동의어), 그리고 유한책임 회사 등으로 구체화되는 사회혁신이 바로 그 주인공들이었다.”(1장, ‘화폐와 민주주의’)그런데 불환화폐(신용화폐)라는 중앙은행권은 금 대신 정부가 그 가치를 보증하는 화폐이다. 국가가 없어지지 않는 한 정부는 ‘조세권’이라는 경제력을 갖고 있다. 즉 사회 전체 생산물 중 ‘사회몫(세금)’에 해당하는 생산물이 기존의 금 역할을 대신하는 것이다. 국민이 함께 만든 생산물로 불환화폐의 가치를 보증해준 셈이다. 그래서 “(당시 영국의 공동 왕[윌리엄과 메리]은 자신이 허가해준) 영란은행의 설립 목표를 ‘공공선과 인민의 이익(The public Good and benefit of our People) 촉진’으로 설정한 것이다.”(1장)이 이야기는 결국 사회 구성원 모두는, 생계에 필요한 최소소득을 사회소득으로 배분받을 권리뿐만 아니라 최소한의 신용 이용에 대한 기본권리를 갖는다는 뜻이 된다. 모든 국민은 세금을 납부하기 때문이다. “[국민] 자신이 가치를 보증한 화폐를 가지고 은행은 돈놀이에 날개를 달았는데, 정작 [국민] 자신은 가치만 보증하고 권리는 누리지 못한다면 이는 얼마나 불공평한 일인가.”(1장)"
초고령사회 일본이 사는 법,김웅철,"국내도서
 > 
정치/사회
 > 
사회학
 > 
각국사회/문화
 > 
일본사회/문화",9.79116E+12,"대한민국 코앞에 닥친 초고령사회세상에 없던 ‘문화’와 ‘비즈니스’가 출현한다
세계에서 가장 늙은 나라 일본. 65세 이상 인구가 약 30%에 달했고 그중 75세가 넘는 초고령자들이 절반이 넘는다. 2025년이 되면 우리나라도 초고령사회에 진입하게 된다. 설상가상으로 초저출산까지 겹쳐 국가소멸 위기설까지 들려오는 심각한 상황이다. 일본은 2000년 초부터 고령사회를 맞이하면서 다양한 경험과 시행착오를 겪었고, 그 과정 속에서 고령화에 관한 나름의 노하우와 대처법을 축적했다. 그중에서도 두드러진 특징으로, 고령자를 비롯한 전 세대가 어우러지는 새로운 문화의 출현했고 고령친화적인 고령화 정책과 기술들이 대거 등장 한 점 등은 우리가 눈여겨볼 대목이다.이 책은 은퇴 및 시니어 트렌드 전문 칼럼니스트인 김웅철 저자가 일본이 초고령사회를 맞이한 때부터 그 현장을 취재하며 분석한 시니어 리포트로서, 초고령사회를 앞둔 우리로 하여금 고령화를 대처하는 일본의 노하우와 지혜를 엿보게 해주는 유용한 참고서다."
공정하다는 착각,마이클 샌델,"국내도서
 > 
인문
 > 
인문학일반
 > 
인문교양",9.79116E+12,"마이클 샌델, 10여 년 만에 던지는 충격적 화두!“지금 서 있는 그 자리, 정말 당신의 능력 때문인가?”마이클 샌델 10여 년 만의 신간, 《공정하다는 착각》 출간!샌델, 기울어진 사회구조 이면에 도사린 ‘능력주의의 덫’을 해체하다
또 다시 ‘공정’이 화두다. 언론 미디어를 통해, 부유층과 빈곤층, 청년과 장년, 정치인의 입을 통해 끊임없이 쏟아져 나온다. 기업은 정규직ㆍ비정규직 논란에서 비롯된 ‘공정 채용’ 문제로 혼란에 빠져 있고, 정치권에선 ‘공정경제3법’과 ‘재난지원금’ 등에 대한 각기 다른 해석으로 떠들썩하다. 대통령은 “하나의 공정이 또 다른 불공정을 부르는 상황”을 언급하며 어려움을 토로하기도 했다.이렇듯 ‘공정’이라는 하나의 화두를 두고 각계각층이 충돌하고 있는 상황에서, 마이클 샌델 하버드대 교수가 《돈으로 살 수 없는 것들》 이후 8년 만에 쓴 신간 《공정하다는 착각》이 출간되었다. 이 책은 《The Tyranny of Merit: What’s Become of the Common Good?》란 원제로 미국 현지에서 2020년 9월에 출간되어 뜨거운 반응을 얻고 있다. 직역하면 ‘능력주의의 폭정: 과연 무엇이 공동선을 만드나?’다. 샌델은 이 책을 통해 “우리가 ‘노력하면 성공할 수 있다’고 너무나도 당연히 생각해왔던, 개인의 능력을 우선시하고 보상해주는 능력주의 이상이 근본적으로 크게 잘못되어 있다”고 주장한다. 이러한 능력주의가 제대로 공정하게 작동하고 있는지, ‘공정함=정의’란 공식은 정말 맞는 건지 진지하게 되짚어본다."
총 균 쇠(출간 25주년 기념 양장판),재레드 다이아몬드,"국내도서
 > 
역사/문화
 > 
역사일반
 > 
문명/문명사",9.78893E+12,"출간 25주년 기념 양장판 출시문명의 생성과 번영의 수수께끼를 밝힌 세계적 명저
학문의 경계를 넘나드는 세계적 석학 재레드 다이아몬드. 인류 문명에 대한 예리한 통찰을 전해온 그의 대표작이자 1998년 퓰리처상 수상작 《총, 균, 쇠》를 소장용 고급 양장판으로 만난다. 왜 어떤 국가는 부유하고 어떤 국가는 가난한가? 왜 어떤 민족은 다른 민족의 정복과 지배의 대상이 되었는가? 생물학, 지리학, 인류학, 역사학 등 다양한 학문의 융합을 통해 장대한 인류사를 풀어내며 오늘날 현대 세계가 불평등한 원인을 종합 규명한 혁신적 저작. 출간 25주년 기념 뉴에디션에는 2023년 저자 특별서문과 서울대 인류학과 박한선 교수의 해제, 새 서문과 후기를 수록해 풍성한 읽을거리를 더했다."
