책 이름,작가,장르,ISBN,책 소개
당신은 결국 무엇이든 해내는 사람(10만 부 기념 특별 리커버 에디션),김상현,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79119E+12,"『내가 죽으면 장례식에 누가 와줄까』 김상현 작가 3년만의 신작!독자들에게 전하는 10만 부 기념 특별 리커버 에디션!“우리는 결국 무엇이든 해낼 수 있는 사람입니다. 당신의 내일을 응원합니다.”
『내가 죽으면 장례식에 누가 와줄까』를 통해 수많은 독자의 사랑을 받은 김상현 작가의 신작 『당신은 결국 무엇이든 해내는 사람』이 10만 부라는 놀라운 기록을 보여주며 에세이 베스트셀러 1위, 카카오톡 선물하기 1위를 기록하는 등 많은 이들에게 큰 사랑을 받고 있다. 이 책은 힘든 시기, 제목만으로도 큰 위로와 응원을 받은 것 같다며, 작가의 솔직하고 따뜻한 문장을 통해 자신을 믿고 나아갈 수 있는 동기부여와 용기를 얻었다고 말하는 독자들이 많았다. 이에 10만 부 기념 특별 리커버 에디션을 준비했다. 이번 에디션이 특별한 건, 바로 이 책의 주인공인 OO의 ‘이름’이 적힌 순간, 세상에 단 하나뿐인 책으로 완성된다는 점이다. 당신의 이름, 혹은 응원을 보내고 싶은 소중한 사람의 이름을 책 표지의 ‘밑줄’에 적어 선물해보자. 결국 우리는 무엇이든 해낼 수 있는 사람이니까.흔들리고 떠밀리고 넘어져도나는, 당신은, 우리는 결국 해낼 것이라는 믿음의 문장들『내가 죽으면 장례식에 누가 와줄까』를 통해 인간관계와 행복에 대해 따뜻한 시선과 위로의 문장을 전한 김상현 작가는 신작 『당신은 결국 무엇이든 해내는 사람』을 통해 더 나아가 나 자신을 제대로 바라볼 수 있는 힘을, 수많은 시행착오에도 불구하고 우리는 무엇이든 이루어낼 수 있는 사람임을, 희망과 믿음의 문장들로 담아냈다.1장 ‘삶에 아무것도 남지 않은 것만 같을 때’에서는 좌절하고 무기력해지는 불안한 날들 속에서도 결국 나만의 속도를 찾아가는 과정을 담고 있으며, 2장 ‘불안하지 않다면 어떠한 고민도 없다는 거니까’에서는 불안하다는 것은 결국 지금보다 더 나은 방향으로 나아가고자 것임을 긍정적인 다짐과 자세를 통해 이야기하고 있다. 마지막으로 3장 ‘무엇이 되더라도 무엇을 하더라도’에서는 그 어떤 길이라도 멈춰있지만 않으면 언젠가는 반드시 원하는 목적지에 도착할 것이라는 위로와 함께 결국 우리는 무엇이든 해낼 수 있는 사람이라는 희망을 전하고 있다. 삶에 아무 것도 남지 않은 것만 같을 때, 무엇을 해야 할지 알 수 없어 막막할 때, 이 책이 당신을 한 걸음 더 나아가게 하는 희망의 메시지가 되어 줄 것이다."
달리기를 말할 때 내가 하고 싶은 이야기,무라카미 하루키,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
일본에세이",9.78897E+12,"하루키를 세계적 작가로 키운 건 마라톤이었다!
무라카미 하루키의 달리기를 축으로 한 문학과 인생의 회고록 『달리기를 말할 때 내가 하고 싶은 이야기』. 1979년 소설 〈바람의 노래를 들어라〉로 등단한 이래 연령과 국적을 불문하고, 폭넓은 사랑과 지지를 받으며 세계적인 작가로 자리매김한 '무라카미 하루키'가 처음으로 펴낸 회고록이다. 달리는 소설가로 불리우는 하루키가 달리기를 축으로 인생과 문학에 대해 품고있던 생각을 허심탄회하게 털어놓았다.무라카미 하루키에게 계속 달린다는 것은 어떤 의미로 다가왔을까? 그가 느끼고 있는 것, 생각하고 있는 것을 처음부터 솔직하게 끌어내어 '달리기'라는 테마를 통해 정직하게 들려준다. 하루키는 전업 소설가로서 살아가고자 결심한 전후에 달리기를 시작했다. 이후 생활의 일부가 될만큼 하루도 쉬지 않고 달리기를 이어왔다.이 책에서는 하루키 데뷔 30주년에 즈음하여 어떻게 세계적 작가가 될 수 있었는지 그 시작과 진행 과정을 밝혔다. 장편 11권, 단편 소설집 15권을 비롯하여 90여 종의 작품을 발표한 무라카미 하루키가 세계적 작가가 될 수 있었던 원동력은 꾸준한 달리기였다. 작가로서의 삶을 살아가기 위해 처음 시작한 달리기는 하루키에게 강인한 체력과 집중력, 그리고 지구력을 선사했다.  〈양장본〉
무라카미 하루키를 세계적인 작가로 키운 힘은 달리기였다. 이 책은 마라톤과 문학에 관해 솔직히 말하는 회고록으로, 달리는 것의 진정한 의미를 찾아가는 과정을 담고 있다. 본 회고록은 2005년 여름부터 조금씩 글을 쓰기 시작해 2006년 가을에 종지부를 찍었다. 달리기라는 신체 행위를 통해 개인적으로 얻은 깨달음과 이를 통해 문학 세계에 얼마만큼의 영향을 받았는지 등을 회고록 형식으로 진솔하게 들려준다."
불안,알랭 드 보통,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
영미에세이",9.78896E+12,"알랭 드 보통 《불안》 40만부 판매 기념 특별 리커버판 출간!배우 장동건, 방송인 김제동, 천문학자 심재경 추천20여년 간 한국에서 꾸준히 사랑받아온 스테디셀러 마크 로스코 작품 〈No. 3/ No. 13, 1949〉 표지로 새롭게 만난다!
우리나라 독자들이 가장 사랑하는 작가 중 한 명인 알랭 드 보통의 인문철학 에세이 《불안》이 국내 판매 40만부를 기념해 교보문고 특별 리커버판으로 새롭게 선보인다. 2005년 한국어 초판 출간 이래 20여년 가까이 꾸준히 사랑받아온 이 책은 현대인의 욕망과 불안 심리에 대한 첨예하고 날카로운 통찰력과 해법을 담아 배우 장동건, 방송인 김제동, 천문학자 심재경 등 유명인과 지식인들이 추천하는 필독서로 잘 알려져 왔다. 특별히 이번 리커버판에는 러시아 출신의 미국 화가 마크 로스코(Mark Rothko)의 추상화 작품 〈No. 3 / No. 13, 1949〉를 표지에 사용해 현대인의 미묘하고 불안한 심리를 전면에 드러내는 데 포인트를 두었다. 강렬한 색상이 불러일으키는 다양한 감정들을 통해 독자들이 저마다의 방식으로 ‘불안’이라는 인문학적 테마를 자유롭게 해석하고 사유하도록 이끌었다. 또한 작가의 친필 메시지를 인쇄본으로 함께 수록해 특별판으로서 소장 가치를 높였다. 이번 특별판은 교보문고 온·오프라인에서만 한정 기간동안 만날 수 있다."
H마트에서 울다(리커버:K),미셸 자우너,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
영미에세이",9.78895E+12,"원작 영화화 확정!미셸 자우너의 『H마트에서 울다』 전 세계 최초 리커버판
인디 팝 밴드 재패니즈 브렉퍼스트의 보컬이자 2022 타임지 ‘가장 영향력 있는 100인’에 이름을 올린 한국계 미국인 미셸 자우너의 뭉클한 성장기를 담은 에세이 『H마트에서 울다』의 리커버판을 전 세계 최초로 선보인다.2022년 한국어판 출간 이래 많은 독자들의 사랑을 받아온 이 책은 한인마트에서 잃어버린 한국인의 조각을 찾는 한 여성의 흥미로운 이야기로 전 세계인을 사로잡았다.K-푸드를 테마로 한 이번 리커버판은 엄마와 딸 사이에 음식으로 표현한 사랑의 온기가 따듯하게 느껴지도록 오래된 레시피북을 떠올리게 하는 디자인으로 만들어졌다.이번 특별판은 교보문고 온·오프라인에서만 한정기간 동안 만날 수 있다.
☞ 선정 및 수상내역뉴욕타임스, 타임, 아마존 2021 올해의 책"
그대가 오늘의 중심입니다,주석,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79116E+12,"“이 책은 시인의 마음을 지니신 부처님께서 주석 스님을 통해 우리의 행복을 위해 쓰신 한 권의 시집이자 명상록이다.”서정시 거장 정호승 시인의 추천사에서 알 수 있듯 이 책은 주석 스님이 우리에게 건네는 다정한 위로이자 응원이다.주석 스님은 부산 송정 바닷가에 건립한 복합예술공간 쿠무다에서 문화와 예술로 부처님의 가르침을 전하는 한편, 방송과 인터넷으로 완전한 깨달음과 행복을 위한 지혜를 나누고 있다. 스님의 두 번째 산문집 『그대가 오늘의 중심입니다』는 오늘 하루 관심과 격려가 필요한 이들에게 띄우는 편지와 스님이 직접 고른 명시(名詩)에 마음을 다독이는 짧은 감상을 덧붙인 글들을 모은 책이다.“그저 눈 뜨고 하늘을 바라보고 바람을 느끼고 숨 쉬는 오늘이 가장 큰 일”임을 깨닫게 해주는 아포리즘들은 우리의 하루하루가 수행이 될 수 있도록 응원을 보내는 스님만의 공양(供養)이다."
"꽃길이 따로 있나, 내 삶이 꽃인 것을",오평선,"국내도서
 > 
시/에세이
 > 
테마에세이
 > 
그림에세이",9.79119E+12,"“인생은 한 번이지만, 행복은 수없이 피어나길”인생 후반을 따스하게 감싸줄 햇볕 같은 문장들 65
나이 듦에 대한 새로운 시각과 농익은 지혜가 가득 담긴 이 책은 인생 후반기에 접어든 이들에게 진한 위로를 전하며 ‘중년들의 인생 에세이’로 자리매김하였다. 이후 후속작을 기다리는 독자들의 열띤 성원에 힘입어 2년 만에 출간된 신작 《꽃길이 따로 있나, 내 삶이 꽃인 것을》은 우리에게 더 깊어진 이야기를 전한다.나이의 무게가 가장 무겁게 느껴지는 인생의 중턱. 때론 내가 인생을 잘못 산 것일까 후회가 밀려오고, 앞을 바라보면 나아갈 날의 끝이 어디쯤인지 몰라 까마득한 시기다. 이 나이쯤이면 단단해질 줄 알았는데, 여전히 삶은 불안하고 공허하고 흔들린다. 그 어느 때보다 진심 어린 응원이 필요한 시기를 넘어가는 이들에게, 이 책은 어깨를 짓누르는 삶의 무게를 털어줄 위로와 응원 그리고 행복한 인생 2막을 열어줄 지혜를 65개의 글로 전한다. 또한, 시간이 흐를수록 더 사랑받는 40여 점의 명화와 쇼펜하우어, 니체, 소크라테스 등 인생 선배들의 격언까지 글 중간중간에 수록되어 메시지와 감동을 풍성하게 더한다.지금껏 가족을 위해 행복을 뒤로 미루며 살아온 부모님에게, 세상의 기준에 맞추며 사느라 내 삶을 뒤로 미뤘던 나에게 이 책을 선물하자. 책 속의 문장들이 외롭고 지친 날 기댈 수 있는 든든한 쉼터가 되어줄 것이다."
제철 행복,김신지,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79117E+12,"“한 해를 잘 보낸다는 건,계절이 지금 보여주는 풍경을 놓치지 않고 산다는 것”24절기의 보폭으로 천천히 걷는 삶의 기쁨에 대해
《기록하기로 했습니다》 김신지 작가의 24절기 제철 행복 알림장세상에 행복이란 게 존재한다면 잠시 머무는 이 계절의 모습을 하고 있을 것이다. 지금 곁에 와 손짓하고 있지만 무심코 지나쳐버리기 쉽기에 알맞은 시절에 챙겨야 하는 작은 기쁨들, 이 책은 바로 그 ‘제철 행복’에 대한 이야기다. 《기록하기로 했습니다》 《시간이 있었으면 좋겠다》 등을 통해 스쳐가는 일상을 특별하고 의미 있게 만드는 방법을 나누며 독자들의 사랑을 받아온 김신지 작가가 가장 환한 계절에 신작 에세이 《제철 행복》을 선보인다. 그간 ‘시간을 내서’ 행복해지는 법, ‘순간을 기록’하는 법 등 우리에게 주어진 ‘시간’에 관한 다정하고도 구체적인 삶의 방식을 꾸준히 이야기해온 김신지 작가. 이번에는 그 눈길이 ‘24절기’에 머문다. 한 해를 사계절이 아닌 ‘이십사계절’로 나눠, 계절의 속도에 발맞춰 걸으며 눈앞의 행복을 놓치지 않고 더 촘촘히 행복해지는 법을 전해준다.종종 이 순간의 행복에 대해 잊고 산다. 그러다 ‘꽃놀이도 못 가다니 이게 사는 건가’ 싶어 서글픈 때도 온다. 《제철 행복》에서 김신지 작가는 “‘이게 사는 건가’와 ‘이 맛에 살지’ 사이에는 모름지기 계획과 의지가 필요한 법”이며, “제철 행복이란 결국 ‘이 맛에 살지’의 순간을 늘려가는 일”이라고 말한다. 아무 대가 없이 찾아온 이 계절의 즐거움을 나에게 선물해주는 일, 그렇게 ‘내가 아는 행복’의 순간을 늘려가는 일이 바로 제철 행복이다. 올해도 어김없이 행복은 제철순으로 찾아오고, 부지런한 자만이 제철 행복을 얻을 것이다. 이 책에서 절기별로 소개하는 이 무렵의 행복을 공들여 마주하고 제때 챙겨야 하는 ‘제철 숙제’들을 하나씩 해나가다 보면, 우리의 1년은 좀 더 나은, 좀 더 행복에 가까운 모습이 되어 있지 않을까."
불안의 서,페르난두 페소아,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
기타국가에세이",9.789E+12,"지상에서 가장 슬픈 책, 페소아가 전하는 슬픈 상상력
『불안의 서』는 소설가 배수아가 완역한 책으로, 포르투갈의 국민작가로 추앙받는 페르난두 페소아가 쓴 지상에서 가장 슬픈 책으로, 에세이 480여 편이 수록되어 있다. 흔히 명예, 성공, 편리함, 소음과 번잡함 등이 인정받는 현시대에, 페소아는 그와 정반대되는 어둠, 모호함, 실패, 곤경, 침묵 등을 노래한다. 포르투갈의 도시 리스본, 특히 도라도레스라는 장소를 중심으로, 그곳 사람들, 그곳 풍경, 그곳에서 촉발된 상상력을 그 무엇에도 구애받지 않고 맘껏 펼쳐 보인다. 480여 편에 이르는 각각의 글들은 원칙적으로 독립된 내용을 담고 있다. 하지만 이들은 인간, 삶과 죽음, 내면의 심리와 외부세계와 같은 근원적이고 다양한 주제들을 다루면서 서로 긴밀하게 연관되어 있다. 인간이란 무엇인가, 삶의 의미는 무엇인가, 그리고 자아의 비밀에 대한 질문이 책 전체를 관통하는 주된 테마이다. 차분하고 섬세하고 치밀하면서도 치열하게까지 느껴지는 페소아의 글들을 통해 고뇌하는 한 작가가 추구하는 삶의 진정한 의미를 엿볼 수 있다."
죽음의 수용소에서,빅터 프랭클,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
독일에세이",9.78894E+12,"《죽음의 수용소에서》는 나치의 강제수용소에서 겪은 생사의 엇갈림 속에서도 삶의 의미를 잃지 않고 인간 존엄성의 승리를 보여준 프랭클 박사의 자서전적인 체험 수기이다. 그 체험을 바탕으로 프랭클 박사는 자신의 독특한 정신분석 방법인 로고테라피를 이룩한다. 조각난 삶의 가느다란 실오라기를 의미와 책임의 확고한 유형으로 짜 만드는 것이 프랭클 박사가 스스로 창안한 현대 실존 분석과 로고테라피의 목적이자 추구하는 바다. 그는 이 책에서 로고테라피의 발견으로 이끌어간 체험을 설명하고 있다. 잔인한 죽음의 강제수용소에서 보낸 기나긴 죄수 생활로 자신의 벌거벗은 몸뚱이의 실존을 발견하게 된다. 부모, 형제, 아내가 강제수용소에서 모두 죽고, 모든 소유물을 빼앗기고 모든 가치를 파멸당한 채 굶주림과 혹독한 추위 그리고 핍박 속에 몰려오는 죽음의 공포를 어떻게 견뎌냈으며, 어떻게 의미 있는 삶을 발견하고 유지할 수 있었을까?로고테라피의 실존 분석을 충분한 사례를 들어 다루고 있다. 프랭클 박사는 3단계로 나누어 의식적이며 책임을 지는 인간의 두 현상을 양심적인 현상으로 묶어 실존 분석의 기본적 현상으로 삼고 있다. 이로써 무의식적 심령 현상으로 파고들었고, 정신요법의 실존 분석을 확대 및 인간에게 의식적인 면과 동시에 무의식적인 책임감이 있다는 것, 그리고 심령적 무의식에 자리 잡고 있는 무의식적 종교관을 들추어내어 초월적인 무의식 속에 있다는 것을 설파하고 있다."
사랑의 기술,에리히 프롬,"국내도서
 > 
인문
 > 
심리학
 > 
심리학자
 > 
심리학자일반",9.78893E+12,"에리히 프롬의 마지막을 함께한 라이너 풍크 박사의 《사랑의 기술》 50주년 기념판에 부치는 글 수록
‘사랑’은 기술인가  독일 태생의 정신분석학자이자 사회철학자인 에리히 프롬은 《사랑의 기술》에서 인류의 영원한 화두인 사랑에 대해 질문을 던진다. 프롬이 던진 이 질문은 《사랑의 기술》이 출간된 지 60여 년이 지난 지금까지도 많은 독자들에게 사랑의 의미를 진지하게 돌아볼 수 있는 계기를 제공했다. 《사랑의 기술》이 얼마나 많은 독자들에게 영향을 미쳤는지는 1956년 첫 출간 이후 34개 언어로 번역되었다는 사실과, 전 세계에서 수백만 부 이상 판매되면서 우리 시대의 대표적 스테디셀러이자 현대의 고전으로 자리 잡았다는 사실만 봐도 알 수 있다. 문예출판사에서는 이번에 새로운 표지로 바꾼 《사랑의 기술》 개정판을 출간했다."
어른의 기분 관리법,손힘찬(오가타 마리토),"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.7912E+12,"‘어른을 위한 구체적인 기분 관리법!’
이 책에서는 이 시대를 살아가는 모든 어른을 위한 구체적인 지침을 제시한다. 우리가 모호하게 알고 있는 기쁨, 슬픔, 행복, 상실 모든 감정에 대해 저자의 경험담부터 전문가의 견해까지 담겨 읽기 쉬우면서도 독자 입장에서 일상 속에서 따라할 수 있게 내용이 구성되어 있다. 결혼식장에서 아버지가 딸을 보며 흘리는 눈물은 마냥 상실감을 겪는 것이기도 마냥 기쁜 것도 아닌 행복과 슬픔이 공존하는 감정일 것이다. 소중한 사람에게 혹은 친구에게 화를 냈을 때도 마찬가지다. 마냥 화가 나는 게 아니라 그 안에는 서운함과 상대가 알아주길 바라는 마음까지 함께할 것이다. 이처럼 우리들이 일상 속에서 겪는 감정이란 복잡하고 쉽게 알아차리기가 어렵다. 〈어른의 기분 관리법〉에서는 9명의 저자가 이 시대를 살아가는 지성인으로서 보이는 통찰을 담아 독자로 하여금 당장 지금 처한 상황에서 하나씩 따라할 수 있게 쉬우면서도 깊이감 있게 구성 된 책이다."
힐빌리의 노래,J. D.밴스,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
영미에세이",9.78897E+12,"빈곤과 무너져가는 가족, 그 어둠 속에서 일어선 한 청년의 진솔한 성장기!
‘힐빌리’는 미국의 쇠락한 공업 지대인 러스트벨트 지역에 사는 가난하고 소외된 백인 하층민을 가리키는 표현이다. 저자 J. D. 밴스는 힐빌리 출신의 32살 청년으로, 약물 중독에 빠진 어머니와 수없이 바뀌는 아버지 후보자들, 그리고 다혈질에 괴팍한 성미를 가졌지만 손자를 누구보다 사랑하는 조부모 밑에서 자라며 윤리와 문화의 붕괴, 가족 해체, 미래에 대한 체념, 소외와 가난이라는 현실을 마주하게 된다. 그리고 이런 현상이 인간의 삶에 미치는 영향을 자신의 짧은 삶의 궤적에 투영해 이 책을 펴냈다. 저자에게 물질적 빈곤보다 더 고통스러웠던 것은 안정감과 소속감을 느낄 대상의 부재, 목표의식의 부재라는 정신적 빈곤이었다. 밴스는 예일 로스쿨을 졸업하면서 성공적으로 사회에 안착했지만, 자신이 탈출한 그 세계를 저버릴 수 없어 이 책을 저술했다.
경제적으로 쇠락한 러스트벨트 지역의 젊은이들이 겪고 있는 문화적 혼란과 사회문제를 자신의 삶의 궤적에 투영해 전달하는 이 책에서 저자가 들려주는 개인사 대부분은 그가 ‘힐빌리 문화’로부터 천천히 그리고 고통스럽게 분리되는 과정을 중심으로 흘러간다. 제정신이 아닌 엄마를 떠나 할모의 곁에서 안정적으로 학교를 졸업한 후 해병대에 자원한 그는 해병대 생활을 통해 스스로에 대한 자신감과 목표의식을 갖게 됐고, 노력하면 무엇이든 될 수 있다는 희망을 얻었다. 이처럼 충격적인 진실 속에서 진정한 희망을 던져주는 저자의 이야기는 가족과 복지, 일자리와 교육, 정치와 문화, 이 모든 것이 복잡하게 얽힌 실타래 속에서 개인과 사회는 어떤 선택을 해야 하고, 어떤 책임을 져야 하는지 생각해볼 기회를 전한다."
물고기는 존재하지 않는다,룰루 밀러,"국내도서
 > 
과학
 > 
교양과학
 > 
과학이야기",9.79119E+12,"‘방송계의 퓰리처상’ 피버디상 수상자 룰루 밀러의사랑과 혼돈, 과학적 집착에 관한 경이롭고도 충격적인 데뷔작!
“저의 바람은 당신이 이 책을 읽고 난 뒤 이전과는 조금 다르게 세상을 바라보는 것이에요.”_룰루 밀러‘방송계의 퓰리처상’ 피버디상 수상자 룰루 밀러의사랑과 혼돈, 과학적 집착에 관한 경이롭고도 충격적인 데뷔작!집착에 가까울 만큼 자연계에 질서를 부여하려 했던 19세기 어느 과학자의 삶을 흥미롭게 좇아가는 이 책은 어느 순간 독자들을 혼돈의 한복판으로 데려가서 우리가 믿고 있던 삶의 질서에 관해 한 가지 의문을 제기한다. “물고기가 존재하지 않는다는 것은 엄연한 하나의 사실이다. 그렇다면 우리는 또 무엇을 잘못 알고 있을까?” 하고 말이다. 누군가에게는 이 질문이 살아가는 데 아무런 영향을 미치지 않을 수도 있다. 하지만 세상을 바라보는 “진실한 관계들”에 한층 가까이 다가가기 위해 노력하는 사람들에게는 분명 이 책이 놀라운 영감과 어느 한쪽으로도 치우치지 않는 폭넓은 시야를 제공해줄 것이다.《물고기는 존재하지 않는다》는 세계라는 거대한 구조 속에서 ‘물고기는(그리고 우리는) 어떤 존재인가’에 관해 우리의 관념을 뒤집어엎으며 자유분방한 여정을 그려나간다. 사랑을 잃고 삶이 끝났다고 생각한 그 순간 ‘데이비드 스탄 조던’을 우연히 알게 된 저자는 그가 혼돈에 맞서 싸우는 것을 전혀 두려워하지 않는 모습에 매혹되어 그의 삶을 추적해나가기 시작한다. 저자 역시 이 세계에서 “혼돈이란 ‘그런 일이 일어난다면’의 가정의 문제가 아니라 ‘언제 일어나는가’의 시기의 문제”이며, 어느 누구도 이 진리를 피할 수 없다고 생각해왔기 때문이다. 하지만 조던의 이야기는 독자들을 전혀 예상하지 못한 곳으로 이끌며, 이윽고 엄청난 충격으로 우리의 눈을 번쩍 뜨이게 만든다. 룰루 밀러가 친밀하면서도 독특한 방식으로 들려주는 이 책은 과학에 관한 고군분투이자 사랑과 상실, 혼돈에 관한 이야기다. 나아가 신념이 어떻게 우리를 지탱해주며, 동시에 그 신념이 어떻게 유해한 것으로 변질될 수 있는지를 알려준다. 이 책 속 의문들을 하나하나 파헤쳐나가다 보면 독자 여러분도 그 이면에 숨겨져 있는 더 깊고 더 특별한 인생의 비밀 한 가지와 만나게 될 것이다."
축구의 시대,정몽규,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
한국에세이",9.79117E+12,"한국 축구 역사상 가장 논쟁적인 인물 정몽규!우리는 ‘정몽규라는 축구인’에 대해 얼마나 알고 있을까? 정몽규 그가 걸어온 30년의 축구 여정을 되짚으며 처음 밝히는 속내를 들어본다
대한축구협회장 정몽규. 그는 2024년 현재, 아니 어쩌면 지난 10여 년간 한국 축구계에서 가장 많은 비판과 비난을 받아온 인물일지 모른다. 반반으로 나뉘어 가장 치열하게 맞붙는 정치권의 인물들도 확고한 ‘내 편’이 있다. 국민 혹은 시민의 절반으로부터는 모멸에 가까운 반의, 적의를 받을지라도, 또 다른 절반으로부터는 뜨거운 사랑과 열렬한 지지를 얻는다. 이렇듯 호감을 표하는 사람이 있다면, 비호감을 드러내는 이도 있는 것이 인간사, 세상사의 흔한 모습이고, 사실 대부분은 호불호를 떠나, 그저 철저한 무관심 속에서 살아간다. 하지만 그렇지 않은 삶을 살아가는 사람도 있다. 바로 정몽규가 그런 인물이다.그러나 정몽규라는 사람을 비난하는 이들 중에서 정작 그에 대해 제대로 알고 있는 사람은 거의 없다는 사실이 역설적이면서도 흥미롭다. 너도 나도 정몽규를 향해 돌을 던지지만, 정작 그가 왜 그것을 감수해야 하는 대상이 되어야 하는지 알지 못한다. 굉장한 아이러니가 아닐 수 없다. 그를 비판하는 댓글을 다는 것이 마치 인터넷 세상의 놀이나 유행이 되어버린 듯한 느낌이라고 해도 과언은 아닐 것이다. 왜 그런 것일까? 왜 그렇게 된 것일까? 많은 부분이 크고 작은 오해에서 비롯된 것은 아닐까? 그렇다면 그는 왜 오해의 간극을 메우려 애쓰지 않았던 것일까?어쩌면 이 책 『축구의 시대』가 그동안 그를 둘러싼 오해와 논란에 대해 답하는 최초의 ‘오피셜 코멘트(Official Comment)’일 수도 있겠다. 물론 이 책은 이런저런 물음에 답변하기 위해 쓰인 책이 아니다. 전혀 그렇지 않다. 정몽규라는 사람이 차갑고 날카로운 시선 속에서도 우직하고 담담하게 자신의 길을 걸어왔던 것처럼, 이 책 역시 제법 차가운 온도와 건조한 습도에서 담백하게 써내려간 이야기가 대부분이다. 그저 축구인으로 살아온 30년의 삶을 한 권의 책으로 정리해보겠다는 마음이 커다랗게 자라났기에 작년 여름부터 1년이라는 시간을 집필 작업에 몰두한 것이다.간단히 표현하자면, 『축구의 시대』는 대중과의 오해를 좁히기 위한 책이라기보다 자신이 해왔던 일들과 걸어왔던 행보에 대해 스스로 되짚어 공유하는 책이라고 보는 것이 맞을 것이다. 그리고 그 이야기들은 제목에서 알 수 있듯이 거의 모든 것들이 축구와 한국 축구를 매개로 한다. 정몽규라는 기업인이 30년간 한국 축구의 발전을 위해 생각하고 고민했던, 도전하고 시도했던 일들이 고스란히 담겨 있다.그 안에는 성공도, 실패도 있다. 완벽에 가까웠던 결과도 있고, 판단 착오에 가까웠던 일도 있다. 하지만 그는 그러한 일들에 대해 부풀리거나 축소하지 않는다. 잘된 것은 잘된 대로, 잘못된 것은 잘못된 대로 의미를 찾아 매듭짓는다. 그것이 자신은 물론 앞으로 한국 축구 발전을 위해 애쓸 이들에게 좋은 표식이 될 수 있다고 믿기 때문이다. 이 책에는 그러한 표식들이 가득 들어 있다."
달리기를 말할 때 내가 하고 싶은 이야기,무라카미 하루키,"국내도서
 > 
시/에세이
 > 
나라별 에세이
 > 
일본에세이",9.78897E+12,"하루키를 세계적 작가로 키운 건 마라톤이었다!
무라카미 하루키의 달리기를 축으로 한 문학과 인생의 회고록 『달리기를 말할 때 내가 하고 싶은 이야기』. 1979년 소설 〈바람의 노래를 들어라〉로 등단한 이래 연령과 국적을 불문하고, 폭넓은 사랑과 지지를 받으며 세계적인 작가로 자리매김한 '무라카미 하루키'가 처음으로 펴낸 회고록이다. 달리는 소설가로 불리우는 하루키가 달리기를 축으로 인생과 문학에 대해 품고있던 생각을 허심탄회하게 털어놓았다.무라카미 하루키에게 계속 달린다는 것은 어떤 의미로 다가왔을까? 그가 느끼고 있는 것, 생각하고 있는 것을 처음부터 솔직하게 끌어내어 '달리기'라는 테마를 통해 정직하게 들려준다. 하루키는 전업 소설가로서 살아가고자 결심한 전후에 달리기를 시작했다. 이후 생활의 일부가 될만큼 하루도 쉬지 않고 달리기를 이어왔다.이 책에서는 하루키 데뷔 30주년에 즈음하여 어떻게 세계적 작가가 될 수 있었는지 그 시작과 진행 과정을 밝혔다. 장편 11권, 단편 소설집 15권을 비롯하여 90여 종의 작품을 발표한 무라카미 하루키가 세계적 작가가 될 수 있었던 원동력은 꾸준한 달리기였다. 작가로서의 삶을 살아가기 위해 처음 시작한 달리기는 하루키에게 강인한 체력과 집중력, 그리고 지구력을 선사했다.  〈양장본〉
무라카미 하루키를 세계적인 작가로 키운 힘은 달리기였다. 이 책은 마라톤과 문학에 관해 솔직히 말하는 회고록으로, 달리는 것의 진정한 의미를 찾아가는 과정을 담고 있다. 본 회고록은 2005년 여름부터 조금씩 글을 쓰기 시작해 2006년 가을에 종지부를 찍었다. 달리기라는 신체 행위를 통해 개인적으로 얻은 깨달음과 이를 통해 문학 세계에 얼마만큼의 영향을 받았는지 등을 회고록 형식으로 진솔하게 들려준다."
